Date,wdsp,wdsp^3,glorad
17/07/2017,4.9,24.01,2771
18/07/2017,8.5,72.25,2414
19/07/2017,6.9,47.61,665
20/07/2017,5.9,34.81,1899
21/07/2017,9.6,92.16,1654
22/07/2017,4.7,22.09,1913
23/07/2017,4.4,19.36,1572
24/07/2017,6,36,2426
25/07/2017,4.1,16.81,1695
26/07/2017,12.1,146.41,1767
27/07/2017,11.3,127.69,1561
28/07/2017,13,169,2093
29/07/2017,9.8,96.04,1469
30/07/2017,9.2,84.64,1478
31/07/2017,8.7,75.69,1545
01/08/2017,7.6,57.76,1795
02/08/2017,8.9,79.21,1132
03/08/2017,10.4,108.16,1257
04/08/2017,6.2,38.44,1401
05/08/2017,4.8,23.04,1636
06/08/2017,8.8,77.44,775
07/08/2017,7.1,50.41,2034
08/08/2017,3.9,15.21,1437
09/08/2017,6.4,40.96,1837
10/08/2017,6.3,39.69,1694
11/08/2017,11.6,134.56,1311
12/08/2017,6.6,43.56,1346
13/08/2017,3.3,10.89,1681
14/08/2017,7.2,51.84,864
15/08/2017,7.3,53.29,1925
16/08/2017,9.4,88.36,854
17/08/2017,8,64,1425
18/08/2017,10.5,110.25,1913
19/08/2017,10.6,112.36,1434
20/08/2017,5.9,34.81,665
21/08/2017,4.8,23.04,668
22/08/2017,5.8,33.64,884
23/08/2017,7.2,51.84,1678
24/08/2017,9.6,92.16,977
25/08/2017,7.1,50.41,972
26/08/2017,4.1,16.81,1721
27/08/2017,6.6,43.56,1280
28/08/2017,8.4,70.56,848
29/08/2017,6.2,38.44,739
30/08/2017,5.4,29.16,1697
31/08/2017,2.9,8.41,1553
01/09/2017,3,9,1297
02/09/2017,6.7,44.89,1336
03/09/2017,5,25,732
04/09/2017,5.8,33.64,556
05/09/2017,8.9,79.21,1160
06/09/2017,8.4,70.56,1211
07/09/2017,10.2,104.04,433
08/09/2017,9.5,90.25,1302
09/09/2017,9.2,84.64,1032
10/09/2017,13.7,187.69,1015
11/09/2017,12.6,158.76,1308
12/09/2017,8.5,72.25,847
13/09/2017,9.3,86.49,1520
14/09/2017,7.9,62.41,1214
15/09/2017,8.2,67.24,1220
16/09/2017,4.6,21.16,538
17/09/2017,3.5,12.25,1389
18/09/2017,3.4,11.56,1586
19/09/2017,6,36,1019
